Label,0
Giải Trí,"{'Phim ""Bố già"" thu về gần 33 tỷ đồng sau một ngày rưỡi chiếu, hiện là phim Việt có doanh thu và tổng suất chiếu một ngày cao nhất.', 'Đại diện Galaxy - đơn vị phát hành - cho biết trong ngày chiếu đầu (từ 18h hôm 5/3), phim đạt 10,6 tỷ đồng sau sáu tiếng ra mắt. Sang ngày thứ hai, phim thu về 22 tỷ đồng với hơn 3.000 suất chiếu trên toàn quốc. Bố già trở thành tác phẩm Việt có doanh thu và tổng suất chiếu một ngày cao nhất, vượt kỷ lục trước đó của Cua lại vợ bầu (19,6 tỷ một ngày) - phim mùa Tết 2019, cũng do Trấn Thành đóng chính.Đại diện truyền thông CGV xác nhận Bố già hiện là phim ăn khách nhất tại cụm rạp này dù mới sneakshow (chiếu sớm). Ngày 6/3, số vé Bố già bán ra tại CGV chiếm 80% tổng vé các phim, gấp sáu lần Gái già lắm chiêu 5 ra mắt cùng thời điểm.', ""'Bố già' của Trấn Thành đạt kỷ lục phòng vé""}"
Giải Trí,"{'Lê Dương Bảo Lâm tặng mẹ anh - bà Phượng - chiếc xe hơi hơn 400 triệu đồng để bà thuận tiện di chuyển, nhân ngày 8/3.', 'Lê Dương Bảo Lâm tặng mẹ xe hơi', '""Mẹ tôi tần tảo làm ruộng, bao nhiêu năm nay nuôi anh em chúng tôi ăn học, có được thành công. Tôi muốn dành cho mẹ một món quà bất ngờ trong ngày mừng Quốc tế Phụ nữ năm nay"", Lê Dương Bảo Lâm nói.Diễn viên hài cho biết nhiều năm qua, mẹ anh tự chạy xe máy từ Đồng Nai lên TP HCM thăm anh và em trai đang học đại học. Anh nhiều lần khuyên bà đừng chạy xe máy một mình nguy hiểm nhưng bà không chịu. Vì vậy khi đủ điều kiện, anh liền mua cho mẹ một chiếc xe để bà tự lái cho an toàn. Mẹ anh có bằng lái xe hơi từ 10 năm trước.'}"
Giải Trí,"{'Theo Appledaily, Châu Tinh Trì là một trong những người đến nhà tang lễ sớm nhất. Anh đi cùng chị ruột - Châu Văn Cơ. Tinh Trì từ chối trả lời phỏng vấn về kỷ niệm với Ngô Mạnh Đạt. Vòng hoa Châu Tinh Trì gửi viếng được đặt ở vị trí gần vòng hoa của vợ, con Ngô Mạnh Đạt.Vợ nghệ sĩ quá cố - bà Hầu Sam Yến - cùng hai con lo liệu tang lễ. Sau khi hỏa táng, tro cốt sẽ được gia quyến đưa về Malaysia. Gia đình cảm ơn nhiều bạn bè giúp lo liệu hậu sự. Họ không vui vì sau khi Ngô Mạnh Đạt qua đời, nhiều báo đăng tin không chính xác về nghệ sĩ, như việc ông phân chia tài sản, song cả nhà đều làm theo cách hành xử của Ngô Mạnh Đạt như khi ông còn sống, không phản hồi về các tin đồn thiếu xác thực.', 'Hong KongTài tử Châu Tinh Trì viếng bạn diễn Ngô Mạnh Đạt, chiều 7/3.', 'Châu Tinh Trì tiễn biệt Ngô Mạnh Đạt'}"
Giải Trí,"{'', 'MỹNicolas Cage và người tình kém 31 tuổi Riko Shibata thuê một lễ đường ở Las Vegas tổ chức hôn lễ, mời vợ cũ và con trai tới dự.', 'Đám cưới thứ năm của Nicolas Cage'}"
Giải Trí,"{'Diễn viên Rosamund Pike diễn cảnh thoát hiểm khi xe hơi bị chìm xuống nước mà không cần đóng thế trong ""I Care a Lot"".', ""Rosamund Pike - 'hoa hồng gai' của Hollywood"", 'Rosamund Pike mới đây thắng giải Quả Cầu Vàng 2021, hạng mục ""Nữ chính xuất sắc dòng phim hài - nhạc kịch"" với phim I Care A Lot. Màn trình diễn của cô trong vai Marla - người giám hộ lợi dụng kẽ hở luật pháp Mỹ để trục lợi từ những người già - được các trang The Guardian, Variety, Los Angeles Times đánh giá cao.Pike nói trên Los Angeles Times: ""Marla là kiểu vai diễn tôi luôn muốn thể hiện. Cô ta có nhiều nét đối lập: mưu mô nhưng luôn tỏ ra tử tế, lừa gạt tất cả nhưng chỉ chung tình với một người. Tôi luôn cần dạng vai gai góc trong sự nghiệp"". Trên Vogue, Rosamund Pike nói cá tính của Marla được cô lấy cảm hứng từ hình mẫu Suzanne Stone (Nicole Kidman đóng) trong To Die For hay Elizabeth Holmes - nữ doanh nhân Mỹ bị cáo buộc lừa hơn hàng trăm triệu USD từ các nhà đầu tư cho sản phẩm y tế. Pike tập đạp xe, rèn luyện thể lực để phù hợp ngoại hình nhân vật. Cô cũng dành nhiều thời gian tập bơi để tự đóng cảnh thoát hiểm dưới nước.'}"
Giải Trí,"{'Tài tử Mads Mikkelsen biến đổi trạng thái say - tỉnh linh hoạt khi vào vai thầy giáo lệ thuộc rượu trong phim ""Another Round"".', 'Martin (Mads Mikkelsen đóng) là giáo viên ở tuổi trung niên có cuộc sống tẻ nhạt, bị học sinh lẫn vợ và hai con xem thường. Lần nọ, anh cùng ba đồng nghiệp trạc tuổi hẹn ăn tối. Một người trong số họ đề cập nghiên cứu của nhà tâm lý học Finn Skårderud: Chỉ cần giữ độ cồn trong máu ở mức 0,05, con người sẽ đạt trạng thái thư giãn, từ đó hoạt bát và sáng tạo hơn trong công việc.Bộ tứ thử uống rượu mỗi ngày để giữ độ cồn 0,05. Ban đầu, phương pháp có vẻ khả quan, khiến Martin thấy cuộc sống có ý nghĩa hơn. Anh trở thành mẫu thầy giáo cá tính, tâm lý trong mắt học sinh. Tuy nhiên, những tình huống dở khóc dở cười bắt đầu, khi các thầy trở nên lệ thuộc vào rượu.', 'Mads Mikkelsen diễn xuất thần vai thầy giáo say'}"
Giải Trí,"{'Janice Dickinson chê thế hệ người mẫu trẻ', 'Janice Dickinson cho rằng các đàn em như Kendall Jenner, Gigi và Bella Hadid không xứng đáng nhận danh hiệu siêu mẫu.', 'Cựu giám khảo America\'s Next Top Model nói trên chương trình Behind The Velvet Rope hôm 5/3: ""Họ không phải người mẫu giỏi. Họ chỉ có một bộ dạng duy nhất. Họ không đa dạng hóa các khoảnh khắc. Họ chỉ đứng đó và nhận cát-xê hàng triệu USD"".Dickinson cho rằng các người mẫu trẻ hiện thành công nhờ có lượng người theo dõi đông đảo trên mạng xã hội. ""Trong khi Vogue có khoảng 800.000 người đặt báo, Kylie Jenner chắc phải có hơn 25 triệu fan trên Instagram. Tôi không nhớ rõ con số. Họ không bao giờ bằng đẳng cấp của những siêu mẫu thập niên 1970 đến 1990. Chúng tôi thật tuyệt vời"", cô nói tiếp.'}"
Giải Trí,"{'Nhà văn giành Nobel Văn học 2017 Kazuo Ishiguro ra sách mới - ""Klara and the Sun"", viết về trí thông minh nhân tạo.', 'Nhà văn đoạt Nobel Văn học 2017 tái xuất', 'Trở lại văn đàn sau bốn năm đoạt giải, Ishiguro tiếp tục phát huy chủ đề ""phản địa đàng"" - nói về thế giới tưởng tượng u ám, phát triển theo hướng tiêu cực. Với tiểu thuyết mới, ông thể hiện nỗi sợ đang hiện hữu của con người - sự xâm chiếm của công nghệ.Sách thuộc thể loại khoa học viễn tưởng, xoay quanh vòng đời của robot thông minh Klara - một trí tuệ thông minh nhân tạo (AI) do Mỹ chế tạo. Được tạo hình như đứa bé, robot có nhiệm vụ chăm sóc, làm bạn với trẻ em. Người máy được Josie - cô bé mắc bệnh hiểm nghèo, chọn làm bạn đồng hành. Trong khi đó, người mẹ ủ mưu biến đổi robot thông minh thành bản sao của con gái. Cỗ máy được cho học cách cảm nhận nỗi đau, niềm vui như con người.'}"
Giải Trí,"{'Dương Triệu Vũ mời thần tượng của anh - ca sĩ Như Quỳnh - tham gia liveshow vào tháng 4.', 'Dương Triệu Vũ mời Như Quỳnh tham gia liveshow', 'Ca sĩ cho biết anh và Như Quỳnh đang bàn bạc về tiết mục chung. Cả hai từng hoạt động cùng một sân khấu ca nhạc ở hải ngoại. Khi anh bước vào làng nhạc, Như Quỳnh đã có tên tuổi.""20 năm trước, lần đầu gặp chị Như Quỳnh, tôi đã bật khóc vì không kìm được cảm xúc khi gặp được thần tượng qua các ca khúc: Người tình mùa đông (nhạc ngoại, lời Việt), Nửa vầng trăng (Nhật Trung)... Lúc đó, tôi là ca sĩ trẻ chưa ai biết đến nhưng được chị dành cho một nụ cười trìu mến và ấm áp, hình ảnh đẹp ấy theo tôi đến tận bây giờ"", Dương Triệu Vũ nói.'}"
Giải Trí,"{'Bạn trai Britney Spears muốn có con', 'Người mẫu kiêm diễn viên Sam Asghari muốn làm cha khi còn trẻ, mong muốn phát triển mối quan hệ với Britney Spears lên bước tiếp theo.', 'Ngày 6/3, Asghari nói trong bài phỏng vấn với tạp chí Forbes: ""Ưu tiên trong cuộc sống của tôi là giữ mình khiêm tốn, hiểu bản thân xuất phát từ đâu và muốn đi đến đâu. Tôi muốn phát triển sự nghiệp lên bước tiếp theo. Tôi cũng muốn phát triển mối quan hệ tình cảm. Tôi không ngại phải làm cha. Tôi muốn có con khi còn trẻ"".Britney Spears (40 tuổi) và Sam Asghari (27 tuổi) quen khi anh đóng MV Slumber Party và bắt đầu hẹn hò từ năm 2016. Anh kể lại cách hai người gặp mặt trong bài phỏng vấn: ""Lúc đó, tôi muốn đóng truyền hình, điện ảnh. Kế hoạch của tôi là tránh xa các MV ca nhạc. Tuy nhiên, một người bạn thân muốn tôi thử vai chính trong MV Slumber Party. Spears nhìn thấy hồ sơ của tôi và muốn tôi tham gia. Ban đầu, tôi không biết đang quay MV gì, cho ai. Khi đến nơi, mọi chuyện bắt đầu phát triển"".'}"
Giải Trí,"{""Dàn sao 'Cỗ máy thời gian' sau 20 năm"", 'Hai diễn viên chính Cổ Thiên Lạc, Tuyên Huyên độc thân sau 20 năm đóng ""Cỗ máy thời gian"" của TVB.', 'Cỗ máy thời gian chuyển thể tiểu thuyết Tầm Tần Ký của cố nhà văn Hoàng Dị, xoay quanh chuyện cảnh sát Hạng Thiếu Long xuyên không gian trở về thời Chiến Quốc của Trung Quốc, vô tình tham gia các sự kiện của triều đình, thay đổi lịch sử. Nhờ kỹ năng nghề nghiệp cùng kiến thức thời hiện đại, Hạng Thiếu Long nhiều lần cứu bản thân khỏi nguy cấp. Anh còn vướng vào cuộc tình với các cô gái thời cổ đại. Phim gây sốt khi ra mắt năm 2001.Như Anh (ảnh: TVB)'}"
Giải Trí,"{'', 'Hoa hậu Hoàn vũ Nga 2020 Alina Sanko, sinh năm 1998, được khen có gương mặt sáng, thân hình cân đối.', 'Nhan sắc Hoa hậu Hoàn vũ Nga 2020'}"
Giải Trí,"{'* Bài viết tiết lộ một số tình tiết phimTrước khi ra rạp, tác phẩm gây chú ý là dự án đầu tiên Trấn Thành đồng đạo diễn, biên kịch kiêm đóng chính. Theo đà thành công của web-drama Bố già (sản xuất năm 2019), anh đầu tư hơn 20 tỷ đồng cho phim. Sau một lần hoãn chiếu vì dịch dịp Tết, phim trở lại đường đua doanh thu, đối đầu Gái già lắm chiêu 5 của đạo diễn Bảo Nhân - Namcito.', 'Ba Sang - nhân vật Trấn Thành trong ""Bố già"" - khiến khán giả khóc khi thể hiện nỗi đau của người cha thương yêu nhưng bị con hiểu lầm.', ""Trấn Thành lấy nước mắt khán giả trong 'Bố già'""}"
Giải Trí,"{'Nicolas Cage cưới vợ thứ năm', 'Ngày 6/3, nam diễn viên 57 tuổi xác nhận với People đã làm đám cưới tại Las Vegas hồi giữa tháng 2: ""Chúng tôi đang rất hạnh phúc. Đám cưới được tổ chức quy mô nhỏ và thân mật tại khách sạn Wynn"". Cage tổ chức tiệc cưới vào sinh nhật của người cha quá cố.Trong lễ cưới, Shibata mặc bộ Kimono được may thủ công tại Kyoto, bước xuống sân khấu trên nền nhạc Winter Song của nhóm Kiroro. Cage mặc bộ âu phục của nhà thiết kế thời trang Tom Ford. Hai người trao lời hẹn ước theo nghi lễ Công giáo. Cage đọc một bài thơ của Walt Whitman tặng vợ. Trong khi đó, Shibata đọc tặng anh một bài thơ haiku. Sau đám cưới, hai người ăn mừng cùng Alice Kim - vợ cũ của Cage và Ka-el, con trai 15 tuổi của anh.', 'MỹTài tử Nicolas Cage, 57 tuổi, cưới Riko Shibata - cô gái Nhật 26 tuổi - sau một năm hẹn hò.'}"
Giải Trí,"{'Đồng nghiệp, gia đình tiễn biệt nghệ sĩ Trần Hạnh', 'Hà NộiDiễn viên Lê Mai, Kim Xuyến... cùng gia đình tiễn đưa nghệ sĩ Trần Hạnh trong lễ tang sáng 6/3.', '9h30 lễ viếng mới bắt đầu, nhưng trước đó, nhiều đồng nghiệp tề tựu về Nhà tang lễ số 5 Trần Thánh Tông. Trước khi mất, nghệ sĩ nằm viện một thời gian, mắc nhiều bệnh tuổi già. Dù đã xác định tinh thần, gia đình vẫn hụt hẫng. Trong mắt người thân, Trần Hạnh là ông bố hiền từ, không bao giờ đánh mắng con cháu. Cuối đời, ông chăm vợ tai biến, con trai bị chấn thương não vì tai nạn. Vợ ông mất hơn chục năm qua. Ông có bảy người con, ba người đã qua đời.Bạn cùng thời ông phần lớn qua đời, chỉ còn lớp đàn em và con, cháu đưa tiễn. Họ cùng ôn những câu chuyện vui, kỷ niệm thời hoạt động nghệ thuật khó khăn, vất vả của nghệ sĩ.'}"
Giải Trí,"{'', 'Angela Phương Trinh gợi ý váy trễ vai mùa xuân', 'Diễn viên Angela Phương Trinh chọn loạt trang phục trễ vai, phong cách thanh lịch trong bộ ảnh mùa xuân.'}"
Giải Trí,"{'Maggie Rawlins - một y tá người Mỹ - được mời làm mẫu áo tắm trên tạp chí Sports Illustrated Swimsuit.', 'Y tá Mỹ làm mẫu áo tắm', 'Cô diện áo tắm một mảnh dáng cut-out màu san hô của Sage Swim, tạo dáng trước khách sạn và sòng bạc Seminole Hard Rock ở Hollywood, Florida. Biên tập viên MJ Day khen cô không chỉ là người mẫu xinh đẹp mà còn là minh chứng của tinh thần quả cảm. ""Sự tận tâm, tận tụy và đam mê của cô ấy đối với việc giúp đỡ người khác là những đặc điểm chúng tôi muốn tôn vinh và làm nổi bật"", Day nói trên Pagesix.Maggie Rawlins là y tá chuyên khoa ung thư nhi ở Charleston và có niềm đam mê thời trang, làm mẫu. Cô từng chụp ảnh cho tạp chí LOVE, Elle Croatia. Hiện cô là một trong những nhân viên y tế tuyến đầu chống Covid-19 ở Mỹ. Người đẹp làm việc tại các bệnh viện ở New York, làm đại sứ cho tổ chức phi lợi nhuận One World Health chuyên về dịch vụ chăm sóc y tế với mức giá phải chăng.'}"
Giải Trí,"{'Trang Lăng Vân, giọng ca 22 tuổi Đài Loan, chết sau khi rơi từ thư viện trường học.', 'Ca sĩ Đài Loan qua đời ở tuổi 22', 'Theo UDN, cô về trung học ở Đài Bắc gặp thầy cô ngày 5/3, sau đó một mình lên tòa thư viện trường. Chiều cùng ngày, cô được phát hiện rơi xuống đất. Nhà trường đưa Lăng Vân đi cấp cứu song ca sĩ không qua khỏi.Cảnh sát loại trừ khả năng Trang Lăng Vân rơi xuống do tác động ngoài. Cuộc gọi cuối cùng của Trang Lăng Vân là cho bạn trai, cô than phiền về cuộc sống gia đình, áp lực công việc và nói ""không muốn sống"". Cô muốn rời nhà để sống một mình song bị người thân ngăn cản.'}"
Giải Trí,"{'Kết quả được công bố trên website, fanpage của liên hoan phim tối 6/3 (giờ Việt Nam). Đại diện ban giám khảo nhận xét về phim: ""Một sự trừu tượng hóa các mối quan hệ xã hội, có bố cục và được sắp xếp một cách táo bạo, sử dụng những mảng miếng rất cụ thể - những căn nhà lụp xụp của khu ổ chuột, luật bóng đá, nấu ăn, cân nặng, để xây dựng nên cuộc đối chọi căng thẳng giữa việc giải thoát khỏi khổ hạnh và quay lại bể khổ"".Lê Bảo phát biểu nhận giải qua video gửi cho ban tổ chức. Anh cảm ơn các diễn viên, thành viên trong êkíp. ""Khi nghĩ về kỷ niệm trong quá trình quay phim, tôi thấy đó đều là những khoảnh khắc thật quý giá. Tôi hạnh phúc khi có mọi người bên cạnh. Mỗi chúng ta là một phần của Vị"", Lê Bảo nói.', 'Phim Việt đoạt giải tại Liên hoan phim Berlin', 'ĐứcPhim ""Vị"" của đạo diễn Lê Bảo giành giải đặc biệt của ban giám khảo hạng mục ""Encounters"" tại Liên hoan phim Berlin lần thứ 71.'}"
Giải Trí,"{'Chiều 4/3, News1 cho biết diễn viên Ji Soo bị cắt vai trong Sông đón trăng lên dù đã hoàn thành 95% cảnh quay, do phản ứng dữ dội từ khán giả. Nhiều đơn vị như Naver TV, TVing, Wavve... thông báo gỡ các phim liên quan đến Ji Soo. Anh bị nhiều tài khoản mạng xã hội tố cáo là học sinh cá biệt, chuyên bắt nạt bạn học, quấy rối tình dục và có quan hệ với nhiều nữ sinh... Diễn viên đã viết thư xin lỗi nạn nhân, người hâm mộ.Theo News1, làng giải trí Hàn Quốc rơi vào tình trạng báo động vì phong trào Bullying Too (vạch trần hành vi bắt nạt học đường của người nổi tiếng). Trước Ji Soo, loạt diễn viên, ca sĩ cũng lao đao vì bị tố cáo.', 'Nghệ sĩ Hàn lao đao vì bị tố cáo bạo lực học đường', 'Diễn viên Ji Soo bị cắt vai, ca sĩ Soojin ngừng hoạt động vì bị tố có hành vi bạo lực học đường trong quá khứ.'}"
Giải Trí,"{'Diet Prada chống lại đơn kiện của Dolce & Gabbana', 'Nhóm giám sát thời trang Diet Prada đệ đơn bảo vệ quyền tự do ngôn luận trước đơn kiện của Dolce & Gabbana.', 'Hôm 5/3, The Cut đưa tin Diet Prada cùng luật sư Susan Scafidi - người sáng lập Học viện Luật thời trang - đệ đơn lên tòa án, chống lại đơn kiện của nhà mốt Dolce & Gabbana từ đầu năm 2019.Theo đơn khiếu nại của nhà mốt Italy gửi tòa án dân sự ở Milan, hãng kiện những người sáng lập Diet Prada vì họ đã khởi xướng một ""chiến dịch bôi nhọ"" bao gồm ""hành vi phỉ báng nghiêm trọng và lặp đi lặp lại"", gây tổn hại cho Dolce & Gabbana sau khi hãng tung đoạn quảng cáo có hình ảnh một người mẫu châu Á sử dụng đũa để ăn món Italy hồi tháng 11/2018. Hành vi của Diet Prada khiến nhà thiết kế Stefano Gabbana bị thiệt hại một triệu euro, hãng mốt thiệt hại ba triệu euro vì bị Trung Quốc cấm mọi show diễn từ đó tới nay, người dân nước này tẩy chay, khiến những người nổi tiếng như Kim Kardashian, Cardi B xa lánh thương hiệu.'}"
Giải Trí,"{'', 'Bộ sưu tập Thu Đông 2021 của Verace ra mắt hôm 5/3, giới thiệu họa tiết monogram mới.', 'Versace tung họa tiết monogram mới'}"
Giải Trí,"{'Hồ Ngọc Hà lấy lại dáng sau sinh', 'Ca sĩ lo lắng nhất về vòng hai, bởi da bụng bị nứt, rạn, chảy xệ. Hà Hồ bắt đầu tập gym trở lại với sự hướng dẫn của huấn luyện viên tại nhà. Các buổi tập được thiết kế theo yêu cầu riêng của cô nhằm tăng sức bền, cải thiện độ săn chắc cho các vùng lưng, tay, mông, đùi, bụng... Cô đánh giá những động tác này đem lại kết quả nhanh, rõ ràng. Yoga - bộ môn cô theo nhiều năm qua - giúp người đẹp cân bằng về mặt tinh thần, duy trì sự tươi trẻ, dẻo dai. Ngoài ra, cô áp dụng phương pháp ủ nóng để làm tan mỡ bụng nhanh hơn.Hà Hồ nhấn mạnh việc lấy lại vóc dáng không quá khó, quan trọng nhất là cần kiên trì, xem việc vận động như một thói quen để đem lại hiệu quả cao.', 'Ca sĩ Hồ Ngọc Hà tập gym, hạn chế tối đa tinh bột để có vóc dáng thon gọn chỉ sau ba tháng sinh đôi.'}"
Giải Trí,"{'', 'Cuộc sống Ngọc Thảo khi cách ly', 'Thái LanÁ hậu Ngọc Thảo - thí sinh Miss Grand 2020 - cách ly trong phòng khách sạn 14 ngày trước khi vào cuộc thi nhan sắc.'}"
Giải Trí,"{'Kim Cương lần đầu thăm nhà con nuôi', 'Hôm 4/3, căn nhà nhỏ lợp mái tôn của chị Trầm Như Ngọc Oanh (46 tuổi, tên thân mật là Thương Thương) ở hẻm Huỳnh Tấn Phát, quận 7, rộn tiếng cười. Người phụ nữ tuổi trung niên tất bật vào ra sắp xếp bàn ghế, nêm nếm mấy ""món tủ"", chuẩn bị đón mẹ nuôi thăm nhà sau cuộc tương phùng của cả hai ở chương trình Như chưa hề có cuộc chia ly, tối 2/3.Khi Kim Cương vừa vào cổng, chị Oanh reo: ""Má đến rồi"", vội chạy ra dìu bà. Nghệ sĩ sửa soạn trái cây cúng bàn thờ bà Trầm Thị Ngọc Ánh - người y tá từng mang Thương Thương đi mất hơn 40 năm trước. Thắp hương tưởng nhớ người quá cố, Kim Cương nghẹn ngào: ""Chị cảm ơn em đã dành cả đời chu toàn cho con bé. Nghe nó nói sinh thời em cưng nó lắm, chị cũng mát lòng mát dạ"". Đứng cạnh, chị Oanh mím môi nén xúc động.', 'TP HCMKim Cương xúc động khi Thương Thương - con gái nuôi nghệ sĩ tìm được sau 45 năm thất lạc - nấu cho bà bữa cơm đầu tiên.'}"
Giải Trí,"{'Lương Tiểu Băng kỷ niệm 21 năm cưới', 'Ngày 4/3, trên trang cá nhân, diễn viên 52 tuổi đăng ảnh hôn lễ và viết: ""Anh đưa em về nhà, nâng niu, bên nhau hạnh phúc"". Cô còn đăng ảnh các phù dâu Chu Nhân, Thái Thiếu Phân trong đám cưới.Nhiều khán giả chúc mừng cặp vợ chồng bền chặt sau hơn 20 năm, khen cô dâu và các phù dâu đều xinh đẹp. Các khán giả viết: ""Chúc hai người nâng niu hạnh phúc đến đầu bạc"", ""Hồi đó trông ai cũng trong trẻo"", ""May mà Chúc Anh Đài lấy Mã Văn Tài""...', 'Lương Tiểu Băng, diễn viên Hong Kong đóng ""Lương Sơn Bá Chúc Anh Đài"", kỷ niệm 21 năm cưới Trần Gia Huy.'}"
Giải Trí,"{'Ba chị em họ Lý khoác vẻ giàu sang, thanh lịch để che giấu những bí mật gia đình trong ""Gái già lắm chiêu 5"".', '* Bài viết tiết lộ tình tiết phimPhần mới của loạt Gái già lắm chiêu xoay quanh mâu thuẫn ba chị em nhà họ Lý. Lệ Hà là chị cả dòng họ quyền quý ở Huế chuyên sưu tập cổ vật, trong đó có Phượng Hoàng tam vĩ - bộ áo trị giá hàng chục triệu USD. Lệ Hồng (nghệ sĩ Hồng Vân đóng) là em thứ, có tính tình ""tưng tửng"", luôn nghe lời chị.', ""'Gái già lắm chiêu 5' đả kích thói hư vinh""}"
Giải Trí,"{'', 'TP HCMHà Hồ - Kim Lý, Đông Nhi - Ông Cao Thắng, Phi Nhung và Hồ Văn Cường... dự ra mắt ""Bố già"" - phim Trấn Thành đạo diễn, đóng chính.', ""Dàn sao đi xem 'Bố già' của Trấn Thành""}"
Giải Trí,"{'Suốt 10 năm khi vợ ốm liệt giường, đêm nào nghệ sĩ Trần Hạnh cũng thức canh cho bà ngủ.', 'Nghệ sĩ Trần Hạnh - ông lão hiền lành từ đời đến phim', 'Con đường chạy ngang ga Hà Nội hàng chục năm qua in bóng nghệ sĩ Trần Hạnh trên chiếc xe máy, trước khi ông qua đời sáng 4/3. Khi chưa bước sang tuổi 90 và quá yếu, nghệ sĩ vẫn tự lái xe đi đi về về chặng đường hơn cây số, một đầu là ki-ốt tạp hóa của con dâu ông, một đầu là ngôi nhà tầng trát vôi vữa đơn sơ, nơi ông sống cùng vợ chồng con trai.Người qua lại con phố cũng nhiều năm quen với hình ảnh diễn viên ngồi trông hàng cho con. Ki-ốt nhỏ bày bán đủ thứ, từ mũ bảo hiểm, quần áo đến giày dép. Lúc vắng khách, ông tranh thủ sắp xếp các món đồ cho ngay ngắn. Ông không nhớ giá, ai mua cái gì lại gọi điện hỏi con dâu. Khách ghé gian hàng, nhiều lúc chẳng mua đồ, chỉ lấy cớ nói chuyện với ông lão quen mặt trên màn ảnh. Đôi lần vì mải chuyện trò, kẻ gian vào rút đồ đi - có khi là đôi dép năm, mười nghìn đồng, có khi là cái mũ tiền trăm, ông bị con trách. Từ đó, ông ngại chuyện trò. Mỗi lần có khách nhận ra mặt, ông đều chối: ""Tôi không phải Trần Hạnh"".'}"
Giải Trí,"{'Sao gốc Việt diện áo dài lên thảm đỏ', 'Sáng 5/3, Kelly Marie Trần xuất hiện trong trang phục truyền thống của Việt Nam, tại sự kiện do People tổ chức. Nữ diễn viên đội khăn đóng vàng được thiết kế tinh xảo, mặc áo dài đen có họa tiết tương đồng. Thời trang của nữ diễn viên được bạn diễn Awkwafina khen ngợi. Lần đầu Kelly Marie Trần mặc áo dài tham gia một sự kiện điện ảnh mang tầm quốc tế.Cô thấy may mắn vì có thể tham gia thảm đỏ, dù đang giãn cách xã hội. ""Được đóng chính trong Raya là niềm vinh hạnh, vì tôi đã là fan của phim hoạt hình Disney từ khi còn nhỏ"".', 'Sao gốc Việt Kelly Marie Trần diện áo dài khi tham gia sự kiện thảm đỏ trực tuyến phim ""Raya and the Last Dragon"".'}"
Giải Trí,"{'Ngày 4/3, Universal cập nhật lịch phát hành mới cho loạt bom tấn của hãng. Fast & Furious 9, phần mới nhất của thương hiệu hành động - đua xe, bị dời ngày phát hành tới 25/6. Trước đó, phim dự kiến ra rạp cuối tháng 5, dịp lễ Chiến sĩ trận vong của Mỹ. Ban đầu, bom tấn từng được lên lịch phát hành tháng 4/2019 nhưng phải đổi lịch vì các rạp Mỹ đóng cửa.Bên cạnh Fast & Furious 9, Minions: The Rise of Gru, bộ phim thứ năm của thương hiệu Despicable Me, bị hoãn thêm một năm, sẽ ra rạp vào tháng 7/2022.', ""'Fast & Furious 9' hoãn chiếu lần ba"", 'Bom tấn ""Fast and Furious 9"" của hãng Universal bị hoãn chiếu lần ba do Covid-19 tại Mỹ.'}"
Giải Trí,"{'', 'Người mẫu hở ngực trong show Coperni', ' Hai người mẫu để ngực trần trình diễn thiết kế xuyên thấu ở show Coperni hôm 4/3.'}"
Giải Trí,"{'The Weeknd, Fiona Apple, Bob Dylan… có sản phẩm được đánh giá cao trong năm, nhưng đều bị Grammy 2021 bỏ qua hoặc trao ít đề cử.', 'The WeekndThe Weeknd không nhận được đề cử nào tại Grammy 2021, dù là một trong những nghệ sĩ thành công nhất năm. Album After Hours của The Weeknd được giới phê bình đánh giá cao, lọt vào danh sách những album hay nhất năm của nhiều tạp chí uy tín. Album bán được hơn 2 triệu bản (trong đó có 480.000 bản vật lý). Riêng đĩa đơn Blinding Lights phá kỷ lục khi trụ đến 42 tuần ở Top 5 của bảng xếp hạng Billboard 100.', 'Những ca sĩ bị Grammy 2021 phớt lờ'}"
Giải Trí,"{'Ca sĩ Võ Hạ Trâm ăn chay đủ chất, tập các bài thể lực nhẹ giúp duy trì sự dẻo dai, không có cảm giác nặng nề khi mang bầu.', 'Võ Hạ Trâm ăn chay, tập gym trong thai kỳ', 'Đầu tháng 3, ca sĩ cho biết cô hạnh phúc khi mang thai con đầu lòng sau hai năm kết hôn doanh nhân người Ấn Độ. Võ Hạ Trâm sinh năm 1990 tại TP HCM. Cô đoạt nhiều giải thưởng trong các cuộc thi âm nhạc như: Tuổi đời mênh mông 2005, Tiếng hát Chú ve con 2006, Ngôi sao tiếng hát truyền hình 2007, Gương mặt thân quen 2016 và Hãy nghe tôi hát 2018.Tâm Giao'}"
